,-11,-155,-115,-556,-93,2,1393,-30,-128,-128,323,312,334,262,359,83
266,-7,-88,-48,-660,-49,2,994,-30,-148,-148,323,288,358,284,330,87
267,-4,-62,-22,-363,297,2,748,-30,-145,-145,323,280,366,300,333,90
268,-2,-39,0,-533,-170,2,476,-30,-126,-126,323,276,370,309,366,92
269,-4,-40,0,-617,-84,2,235,-30,-95,-95,323,277,369,307,372,90
270,-8,-61,-21,-654,-37,2,12,-30,-56,-56,323,282,364,316,300,86
272,3,11,0,-234,167,2,-331,-30,3,3,323,298,348,317,329,97
273,-1,-1,0,-129,105,2,-481,-17,38,38,323,303,343,319,320,93
274,4,21,0,-71,58,2,-596,-9,70,70,323,315,331,331,271,98
275,-44,-228,-188,-318,-247,2,-608,-30,135,135,323,329,317,322,356,50
276,-53,-391,-351,-449,-131,2,-453,-30,200,200,323,342,304,308,337,41
277,-60,-504,-464,-571,-122,2,-238,-30,200,200,323,355,291,310,318,34
279,-70,-658,-618,-336,275,2,211,-30,200,200,323,377,269,282,348,24
280,-73,-697,-657,-441,-105,2,433,-30,200,200,323,377,269,285,332,21
281,-74,-720,-680,-450,-8,2,641,-30,200,200,323,377,269,290,348,20
282,-75,-736,-696,-486,-36,2,794,-30,200,200,323,377,269,276,358,19
284,-75,-747,-707,-273,224,2,1075,-30,200,200,323,377,269,280,354,19
285,-75,-749,-709,-375,-102,2,1196,-30,200,200,323,377,269,276,365,19
286,-75,-749,-709,-431,-56,2,1312,-30,200,200,323,377,269,282,349,19
287,-74,-744,-704,-462,-31,2,1412,-30,200,200,323,377,269,300,357,20
289,-55,-591,-551,-170,139,2,1600,-22,200,200,323,377,269,279,354,39
290,-66,-628,-588,-93,76,2,1644,-12,189,189,323,377,269,255,365,28
291,-64,-635,-595,-312,-219,2,1683,-30,160,160,323,377,269,287,369,30
292,-59,-611,-571,-361,-48,2,1705,-30,141,141,323,377,269,300,355,35
294,-56,-571,-531,-111,263,2,1732,1,129,129,323,377,269,275,366,38
