
411,91,910,855,0,0,1,-1274,0,-200,-200,323,269,377,300,363,185
412,91,910,855,0,0,1,-1253,0,-200,-200,323,269,377,314,301,185
414,91,910,855,0,0,1,-1197,0,-200,-200,325,270,380,296,302,185
415,91,910,855,0,0,1,-1161,0,-200,-200,326,271,381,313,346,185
416,91,910,855,0,0,1,-1169,0,-200,-200,327,272,382,317,275,185
417,91,910,855,0,0,1,-1166,0,-200,-200,328,273,383,306,289,185
418,91,910,855,0,0,1,-1145,0,-200,-200,329,274,384,302,369,185
419,91,910,855,0,0,1,-1162,0,-200,-200,330,274,386,318,329,185
421,91,910,855,-25,20,2,-1173,-4,-200,-200,323,269,377,303,329,185
422,91,910,855,-14,11,1,-1167,-2,-200,-200,323,269,377,312,400,185
423,91,910,855,-75,-61,2,-1182,-23,-200,-200,323,269,377,319,277,185
424,90,905,850,-154,-79,2,-1193,-30,-200,-200,323,269,377,299,280,184
425,89,897,842,-202,-48,2,-1190,-30,-200,-200,323,269,377,307,400,183
426,89,893,838,-241,-40,2,-1187,-30,-200,-200,323,269,377,314,360,183
428,89,891,836,-157,129,2,-1244,-25,-200,-200,323,269,377,311,329,183
429,89,890,835,-253,-96,2,-1240,-30,-200,-200,323,269,377,311,435,183
430,89,890,835,-274,-21,2,-1250,-30,-200,-200,323,269,377,312,366,183
431,86,874,819,-416,-142,2,-1280,-30,-200,-200,323,269,377,303,292,180
432,83,850,795,-445,-29,2,-1367,-30,-200,-200,323,269,377,310,363,177
434,75,771,716,-258,211,2,-1407,-30,-200,-200,323,269,377,290,504,169
435,67,717,662,-142,116,2,-1408,-23,-200,-200,323,269,377,299,383,161
436,56,632,577,-308,-166,2,-1387,-30,-200,-200,323,269,377,294,225,150
437,45,534,479,-439,-132,2,-1397,-30,-200,-200,323,269,377,285,344,139
438,38,451,396,-458,-18,2,-1413,-30,-200,-200,323,269,377,288,430,132
440,31,340,285,-247,202,2,-1470,-30,-200,-200,323,269,377,286,418,125
441,24,286,231,-136,111,2,-1470,-22,-149,-149,323,269,377,270,401,118
442,14,207,152,-349,-213,2,-1485,-30,-76,-76,323,269,377,289,290,108
443,3,111,56,-363,-14,2,-1554,-30,20,20,323,269,377,291,269,97
445,-4,-8,0,-201,165,2,-1498,-30,130,104,323,269,377,273,373,90
446,-12,-68,-13,-111,91,2,-1246,-18,143,143,323,281,365,279,251,82
447,6,1,0,-29,81,2,-947,2,137,137,323,294,352,272,258,100
448,-32,-172,-117,-142,-113,2,-672,-30,143,143,323,307,339,266,318,62
450,-42,-368,-313,-229,-25,2,-76,-30,200,200,323,334,312,251,288,52
451,-45,-412,-357,-126,103,2,220,-20,200,200,323,347,299,261,302,49
452,-5,-217,-162,246,372,2,493,30,200,200,323,361,285,278,321,89
453,-40,-316,-261,77,-169,2,699,0,188,188,323,374,272,244,306,54
